UPI_Age_Days,Transaction_Amount,Transaction_Time,Transactions_Last_24Hrs,Failed_Transactions,New_Recipient,Device_Changed,Location_Changed,Multiple_UPI_Apps,Linked_Bank_Count,Fraud_Reported,Account_Verified,Fraud
208,46692,6,48,7,1,0,0,0,3,0,1,1
3599,16215,20,6,0,0,0,0,0,2,0,0,1
2132,34394,13,6,2,1,0,0,1,2,0,0,1
53,11018,6,25,13,0,0,0,0,5,0,0,1
1776,10429,0,26,10,1,0,0,0,2,0,1,1
2148,8458,21,17,3,0,1,0,0,4,0,1,1
2324,41467,5,23,3,0,1,1,0,1,0,1,0
3529,28573,1,18,8,0,0,0,0,4,0,1,1
2544,3931,18,20,6,1,0,0,0,4,0,1,1
2467,1655,21,49,7,0,0,0,0,2,1,1,1
2768,42190,18,42,1,0,0,0,0,1,0,1,1
2467,31306,10,3,9,0,0,0,0,3,0,1,1
2163,15111,3,30,5,0,0,0,1,3,0,1,1
3632,28493,7,23,10,0,0,0,0,1,0,1,1
968,30756,2,21,6,1,0,0,0,5,0,1,0
1501,49681,10,26,4,0,0,0,1,2,0,1,1
448,13526,14,41,3,0,0,1,0,4,0,1,1
2198,26548,17,19,11,0,0,0,1,3,0,0,0
2673,12580,5,23,5,1,1,1,0,4,0,1,0
231,32864,4,43,14,0,0,0,0,1,0,1,1
1493,47000,12,49,6,0,0,0,0,2,0,1,1
3076,22904,6,0,2,0,0,0,0,4,0,1,1
1454,25464,2,33,2,0,0,1,0,3,0,0,0
1625,44542,10,23,0,0,0,0,1,4,0,1,1
1412,36930,1,1,8,0,0,0,0,3,0,1,1
1823,7751,1,35,8,0,0,0,0,5,1,1,0
2416,9431,4,10,15,0,0,0,1,3,0,1,1
1815,16447,3,14,1,1,0,0,1,2,0,1,1
2817,38430,18,28,1,0,0,1,1,4,1,1,0
2016,29222,11,14,14,0,0,0,1,2,0,1,1
1419,44876,20,13,11,1,0,0,1,3,0,1,1
1949,33720,13,22,2,0,1,0,0,5,0,1,1
467,15773,18,31,2,0,0,1,0,5,0,1,1
1051,3844,20,16,11,0,0,0,0,3,0,1,1
901,11326,3,0,14,0,0,0,0,5,0,1,1
3286,7585,11,11,3,0,0,1,0,5,0,1,1
2098,41208,10,49,12,1,0,1,0,4,0,1,0
866,2030,5,34,10,1,1,0,0,4,0,1,0
3014,27752,14,42,7,0,1,0,0,3,0,1,0
1607,27785,11,20,3,0,0,0,0,2,0,0,1
159,44764,6,48,4,0,0,1,1,4,0,1,1
2675,27761,19,32,15,0,0,0,0,4,0,1,1
450,41518,2,36,7,0,0,0,0,4,0,1,1
1011,10975,16,41,0,1,0,0,0,1,0,1,1
3131,15879,17,23,14,1,0,1,0,5,0,1,1
2850,1410,15,2,5,1,0,0,1,1,1,1,1
3047,39883,17,41,10,0,0,0,0,1,0,1,1
2078,10241,0,14,12,1,0,1,0,5,0,1,1
191,46725,21,37,11,0,0,0,1,5,0,1,1
2495,32945,1,19,0,0,0,0,1,4,0,0,1
2354,30181,10,35,3,0,0,1,0,4,0,1,1
1420,32772,18,25,8,1,1,1,0,1,0,1,0
2102,38368,13,38,13,1,0,0,0,5,0,1,1
2629,46608,11,1,6,0,0,1,1,1,0,0,0
2047,8860,2,16,13,0,0,0,1,2,0,0,1
179,29754,19,21,0,1,1,1,0,5,0,1,0
387,5410,1,32,14,0,0,0,1,2,0,1,1
2241,45943,6,13,12,0,0,0,1,4,0,1,1
652,34231,10,39,12,1,0,0,0,4,0,1,1
639,8540,5,30,10,0,0,0,0,1,0,1,1
3372,9801,18,46,11,0,0,0,0,3,0,1,1
366,36343,1,36,8,0,0,0,0,3,0,1,1
2820,7608,17,6,15,0,0,0,1,4,0,1,1
658,20448,6,16,14,0,0,1,0,3,0,1,1
2483,40711,21,43,13,0,0,1,0,1,0,1,0
1581,27936,11,4,3,1,0,0,0,3,0,1,1
1653,46765,7,5,13,0,0,1,0,3,0,1,1
860,32101,3,12,9,1,0,0,0,1,0,1,1
3156,48736,16,44,9,1,1,0,0,2,0,1,0
1665,2732,17,0,10,0,0,0,0,1,0,0,1
2120,18409,21,47,0,0,0,0,1,5,0,1,1
1452,7097,5,8,15,0,1,0,0,3,0,1,1
1593,9280,1,47,5,0,0,0,0,4,0,1,1
2579,4389,9,47,8,0,1,0,1,3,0,1,1
3230,49906,18,32,12,0,0,0,0,4,0,1,1
3359,15516,1,3,14,0,1,0,0,1,0,1,1
1583,42955,12,28,3,0,0,0,0,3,0,1,1
2560,10379,3,43,15,0,0,0,0,5,0,1,1
1598,2331,6,37,7,0,0,0,1,1,0,1,1
105,5052,3,20,7,0,1,0,0,1,0,1,1
3445,26085,8,6,13,1,0,1,0,3,0,1,1
279,31422,4,19,7,0,0,0,0,4,0,1,1
2920,9019,20,21,8,1,0,0,1,1,0,1,1
2326,460,13,17,12,1,0,0,1,1,0,1,1
3406,13387,16,6,14,1,0,0,0,5,0,1,1
2773,44815,15,15,7,0,0,0,0,1,0,1,1
2858,1954,23,46,4,0,0,0,0,2,0,1,1
3586,4696,11,1,6,0,1,1,0,1,0,1,1
2339,12060,12,47,2,0,0,0,0,4,0,1,1
2282,7358,17,11,13,0,0,1,0,2,0,1,1
1729,39016,7,4,11,0,1,0,0,5,0,1,1
547,14983,16,45,10,0,0,0,1,1,0,1,1
177,46453,5,6,0,0,0,0,0,1,0,1,1
1155,15168,15,0,6,1,0,0,0,1,0,1,1
2208,7953,3,25,4,0,0,0,1,3,0,1,1
371,12388,14,11,12,0,0,0,0,3,0,1,1
839,23323,12,22,9,1,0,1,0,4,0,1,0
2747,8828,1,34,14,0,1,0,1,2,0,1,0
2708,30149,2,16,9,0,0,1,0,1,0,1,1
281,13657,14,10,4,0,0,0,0,4,0,1,1
3188,26397,9,14,15,0,0,0,0,2,0,1,1
2137,2027,13,35,5,1,0,0,0,2,0,1,1
3177,21861,19,1,4,0,0,0,0,3,0,1,1
1830,30883,19,7,12,1,0,0,0,3,0,1,1
1551,13544,13,36,12,1,0,0,1,5,0,1,1
3396,1796,23,13,4,1,0,1,1,4,0,1,1
2522,30381,19,43,13,0,0,0,0,4,0,0,0
623,26695,4,46,1,0,1,0,0,3,0,0,0
1476,44148,22,32,13,1,0,0,0,1,0,1,1
298,23232,5,23,8,0,0,0,1,3,0,1,0
953,19965,6,10,4,1,0,0,0,5,0,0,1
926,27050,4,17,3,0,0,1,0,5,0,1,1
3387,49359,5,11,1,0,1,0,1,3,0,1,1
1107,5567,17,43,7,1,1,0,0,3,0,1,1
3249,40324,2,38,10,0,0,0,1,3,0,1,0
69,35019,8,49,12,0,0,0,1,4,0,1,1
181,31497,8,39,1,0,0,0,0,5,0,1,1
471,29022,23,0,8,1,0,0,0,5,0,0,0
612,10785,6,48,14,1,0,0,0,2,0,1,1
928,45006,1,45,12,0,0,0,0,4,0,1,1
2619,3561,3,3,12,0,0,0,0,2,0,1,1
934,2685,5,39,11,0,0,0,0,5,0,1,1
2626,10450,17,15,6,0,0,0,1,3,0,0,1
846,3798,21,42,15,0,0,0,0,4,0,1,1
1440,542,4,27,6,0,0,0,0,4,0,1,1
1149,15692,10,38,8,0,1,0,0,2,0,1,1
2124,14557,21,40,10,0,0,1,0,2,0,1,1
65,22953,3,21,3,1,0,0,1,5,0,1,1
1750,24910,4,37,13,0,0,1,1,5,0,1,0
671,38191,7,30,4,1,0,0,0,1,0,1,1
2513,33770,1,48,12,1,1,0,0,2,0,0,0
2183,20546,13,21,10,0,0,0,1,2,0,1,1
1408,6473,21,41,12,0,1,0,0,3,0,1,1
149,10442,8,12,1,0,0,0,0,1,0,1,1
2838,22213,21,21,12,0,0,0,0,2,0,1,1
412,42766,11,43,12,1,0,0,0,3,0,1,1
3149,12817,21,25,7,0,1,0,0,4,0,0,0
2334,39736,23,30,11,0,1,0,0,5,0,1,0
301,15946,12,36,2,1,0,0,0,1,0,1,1
2025,24440,18,47,2,1,0,0,0,1,0,1,1
2278,18093,7,35,4,0,0,0,1,4,0,1,1
563,9184,6,20,0,1,0,0,0,2,0,1,1
2689,8566,16,16,6,1,0,0,0,3,0,1,1
242,6536,17,22,3,1,0,0,0,2,0,1,1
3258,26722,15,49,1,1,0,0,0,3,0,1,1
2100,33785,0,27,3,0,0,0,1,1,0,1,1
1820,17189,19,15,0,0,0,0,1,5,0,1,1
1751,25316,2,50,9,0,1,0,0,4,0,1,0
2355,48397,16,18,3,0,0,0,0,4,0,1,1
668,38937,5,27,15,0,0,0,0,2,0,1,1
3415,6286,6,11,0,0,0,0,1,5,0,1,1
2359,39934,13,45,3,1,0,1,0,1,1,1,0
1788,42910,15,43,3,0,0,0,0,1,0,1,1
3461,24409,7,27,13,1,0,0,0,2,0,1,1
2300,43589,20,49,7,0,0,0,0,4,0,1,1
1003,9451,23,18,1,0,0,0,0,5,0,0,1
771,46332,20,42,5,1,0,0,0,1,0,1,1
1034,19046,2,42,3,1,0,0,1,4,0,1,1
1308,37204,11,29,10,1,0,0,0,2,0,1,1
948,40749,12,26,7,0,0,0,1,2,0,1,1
555,27056,4,25,10,0,1,0,0,2,0,1,0
480,36096,21,42,2,0,0,0,0,2,0,1,1
1336,14307,22,42,5,1,0,0,0,2,0,1,1
1672,32537,19,23,10,0,0,1,1,3,0,1,0
3072,6207,8,33,11,0,0,0,0,1,0,1,1
3406,12575,13,24,2,1,0,0,1,1,0,1,1
597,43451,15,23,11,0,0,0,0,1,0,1,1
849,32470,12,16,2,1,0,0,0,3,0,0,1
3117,21949,6,46,0,0,0,0,0,4,0,1,1
1072,31411,17,15,8,0,0,0,0,3,0,1,1
2470,25517,8,26,8,1,0,1,1,3,0,1,0
1648,31447,7,27,8,0,0,0,1,5,0,1,1
2060,8659,3,50,9,0,0,0,0,5,1,1,0
1044,49115,15,35,0,0,0,0,0,2,0,1,1
3121,5053,7,24,0,0,0,0,0,4,0,0,1
2057,14507,19,30,2,0,0,0,1,1,0,1,1
2550,33770,15,38,2,0,0,0,0,5,0,1,1
2112,18184,22,46,1,0,0,0,0,4,0,1,1
1478,37329,12,35,15,1,0,0,0,4,1,1,0
2523,2953,17,24,13,0,0,0,0,3,0,1,1
1403,49643,14,17,8,1,1,0,0,1,0,1,1
1300,20486,22,11,9,0,0,0,0,1,0,1,1
1922,19924,21,35,1,0,0,0,1,1,0,1,1
2173,32958,12,45,11,0,0,0,0,5,0,1,1
3409,31666,6,31,7,0,0,0,0,1,0,1,1
2550,33849,4,24,8,0,0,1,0,2,0,1,0
28,7616,23,10,9,1,1,0,0,4,0,1,1
2795,29463,21,25,5,0,0,0,0,2,0,1,1
3289,24625,22,46,13,0,0,0,0,1,0,1,1
105,27290,16,44,1,0,0,0,0,1,0,1,1
2015,5700,0,7,13,0,0,0,1,4,0,1,1
111,11984,15,48,3,0,0,0,0,4,1,1,1
2423,23526,21,22,9,0,0,0,0,4,0,1,1
2752,40615,12,25,7,1,0,1,1,4,0,1,0
2914,42923,9,15,6,1,0,0,1,4,0,1,1
1665,48242,13,6,15,0,0,0,0,5,0,1,1
3054,32728,9,8,11,1,0,0,0,2,0,1,1
578,29969,3,49,14,0,0,0,0,2,0,1,1
3305,33557,19,33,7,0,0,0,1,4,0,1,1
234,13478,3,14,8,0,0,1,0,1,0,1,1
276,8604,4,14,8,0,1,1,1,4,0,1,0
1487,41934,9,41,12,1,0,0,0,4,1,1,0
2076,35674,1,14,6,1,0,1,0,4,0,1,0
3538,1004,5,3,2,1,0,1,0,5,0,1,1
2820,31684,11,48,14,0,1,0,0,5,0,1,0
2640,24360,14,1,12,0,1,0,0,5,0,1,1
1981,38335,0,10,8,0,0,0,1,5,0,1,1
2493,16320,19,50,10,0,0,0,0,2,0,1,1
512,25787,16,44,14,1,0,0,0,4,0,1,1
1874,17503,19,15,0,0,0,0,0,1,0,1,1
3492,46092,21,20,11,1,0,0,0,5,0,1,1
1641,34632,23,45,4,0,0,1,0,4,0,1,1
252,42445,4,10,3,0,0,0,1,1,0,1,1
509,35414,23,44,14,0,0,0,0,3,1,1,0
1443,36767,6,37,6,0,0,0,0,2,0,1,1
1907,21774,23,18,6,0,0,1,0,4,0,1,1
2991,14954,20,20,12,0,0,0,0,2,0,1,1
1001,40413,19,3,10,1,1,0,0,2,0,1,1
1233,44052,17,34,6,0,1,0,0,4,0,1,0
3499,7250,17,46,12,0,0,0,0,1,0,0,1
147,6535,13,44,15,0,0,0,0,2,0,1,1
2004,42707,9,39,0,0,1,0,1,4,0,1,1
402,18926,0,32,4,0,0,0,0,4,0,1,1
840,9861,4,22,10,0,0,0,0,1,0,1,1
2423,45939,12,37,3,0,0,0,0,3,0,1,1
2281,6130,9,2,1,0,0,0,0,4,0,1,1
286,30246,18,45,9,0,0,0,0,4,0,1,1
95,19864,1,49,13,1,0,1,0,4,0,1,0
2793,12481,16,41,6,0,0,0,0,2,0,1,1
385,29268,0,30,11,0,1,0,0,3,0,1,0
322,18757,11,36,14,0,0,0,0,2,0,1,1
184,11933,13,1,0,0,0,0,0,4,0,1,1
1353,5848,15,12,4,0,0,0,1,1,0,1,1
386,38429,9,15,2,1,0,0,0,3,0,1,1
2169,42807,7,28,6,0,0,0,0,5,0,1,1
463,11408,10,33,5,0,0,0,0,2,0,1,1
3328,17839,8,8,8,0,0,0,1,1,0,0,1
1899,466,22,23,8,0,0,0,0,5,0,1,1
2392,4531,8,16,10,0,0,0,0,5,0,1,1
3412,49484,5,28,6,1,0,0,0,1,0,1,0
1242,45324,13,7,15,1,0,0,0,2,0,1,1
3356,4453,20,47,10,0,0,0,1,2,0,1,1
2838,42424,4,34,14,0,0,1,1,2,0,1,0
2152,16821,22,40,2,0,0,0,0,1,0,1,1
2597,35060,10,10,11,0,0,0,0,1,0,1,1
614,29466,11,35,4,0,0,1,0,3,0,0,0
3039,24415,1,26,14,1,0,0,0,5,0,1,0
1172,5656,7,48,10,0,0,0,0,4,0,1,1
1613,20461,13,46,14,0,0,0,1,4,0,1,1
3055,15914,0,47,11,0,0,1,1,3,0,1,0
1852,15595,7,11,8,0,0,1,0,5,0,1,1
2976,34590,13,30,7,0,0,0,0,2,0,1,1
2412,39405,21,27,5,0,0,0,0,2,0,1,1
2596,22147,16,17,10,0,0,0,0,1,0,1,1
1562,37473,23,30,10,0,0,0,1,1,0,1,1
3518,36118,6,47,7,1,1,0,0,5,0,1,0
2750,29719,8,35,0,0,0,0,0,2,0,1,1
420,46576,23,48,7,1,0,0,0,1,0,1,1
3619,47797,14,31,14,0,0,0,1,5,0,1,1
2890,31954,12,18,6,0,0,0,0,3,0,1,1
228,8503,17,15,9,0,1,0,0,4,0,1,1
2443,44911,18,1,5,0,0,0,0,4,0,0,1
2096,31012,4,30,11,0,0,0,0,1,0,1,1
1937,20722,8,16,12,0,0,0,0,3,0,1,1
2096,48800,4,36,5,0,0,0,0,3,0,1,1
1553,19328,8,18,8,0,0,1,0,3,0,1,1
2860,7481,6,1,15,0,0,0,0,1,0,1,1
2544,8076,21,33,12,0,1,0,0,3,0,1,1
3606,34488,3,14,8,0,0,0,0,1,0,1,1
496,8227,18,29,9,0,0,0,1,4,0,1,1
572,33579,4,2,2,0,0,0,0,4,0,1,1
2397,35230,9,32,15,0,0,0,0,5,1,1,0
3174,21584,15,50,13,0,0,0,0,3,0,1,1
2674,27572,13,12,0,1,0,0,0,2,0,1,1
2354,12747,12,31,4,0,0,0,0,4,0,1,1
122,31767,2,44,13,1,0,0,0,2,0,1,0
3509,8793,7,36,8,1,0,0,0,1,0,1,1
1178,6525,8,13,0,1,1,0,0,2,0,1,1
1636,45705,14,35,3,1,0,1,0,2,0,1,1
1343,46349,18,40,11,0,0,0,1,4,0,1,1
2429,3389,10,43,15,0,0,0,0,2,0,1,1
213,5004,8,27,11,0,0,0,0,1,0,1,1
3287,26363,12,27,5,0,0,0,0,3,0,1,1
3406,41782,0,42,11,0,0,0,0,3,0,1,1
812,30519,0,43,3,1,0,0,0,5,0,0,0
2142,908,23,11,14,1,0,0,0,5,0,1,1
1089,8350,22,4,14,0,0,0,0,4,0,1,1
3281,39870,11,22,15,0,0,0,0,1,0,1,1
765,21045,3,27,15,0,0,0,0,3,0,1,1
2779,40596,20,7,9,0,0,0,1,2,0,1,1
2471,17856,6,42,9,0,0,0,0,1,0,1,1
1317,47393,3,15,1,0,0,0,0,3,0,1,1
1165,46012,15,13,9,1,0,0,0,1,0,0,0
3265,43527,13,47,0,0,0,1,0,5,0,1,1
115,33087,6,45,15,0,0,0,0,1,0,0,0
315,2251,9,50,6,1,1,0,0,5,0,1,1
1490,39573,11,20,11,0,0,0,0,4,0,1,1
2993,13275,9,25,7,0,0,0,0,4,0,1,1
466,47084,23,16,0,0,0,0,1,5,0,1,1
1806,2130,21,5,2,0,0,0,0,5,0,1,1
3541,27004,11,15,1,0,0,0,0,4,0,1,1
1329,238,13,50,5,0,0,0,0,2,0,1,1
1190,17844,15,41,8,1,0,0,0,1,0,1,1
3465,21460,21,46,14,1,0,0,1,4,0,1,0
2904,6061,17,47,0,0,0,0,0,5,0,1,1
636,11065,17,38,7,0,0,0,1,1,0,1,1
192,11487,0,12,13,1,1,0,1,1,0,1,1
2060,44913,2,9,14,1,1,0,0,3,0,1,0
169,49338,16,10,6,1,0,1,0,2,0,1,1
1729,21890,17,3,8,0,0,0,0,4,0,1,1
65,578,2,32,2,1,0,0,0,3,0,1,1
392,33011,15,31,12,1,0,1,1,1,0,1,0
2773,928,11,11,6,1,0,0,0,2,0,1,1
2337,36535,16,35,13,0,0,0,0,1,0,1,1
266,36622,3,50,5,1,0,0,0,2,0,1,1
3576,2756,23,21,12,0,0,0,0,4,0,1,1
1092,38359,5,16,0,0,0,1,1,2,0,1,1
3503,46994,15,12,5,1,0,0,1,5,0,0,1
3368,29520,12,41,14,1,0,0,0,4,0,1,1
2514,22498,12,23,0,1,1,0,0,5,0,1,1
1049,43386,0,35,1,0,0,1,1,2,0,1,0
2510,11489,5,48,8,1,0,0,0,2,0,0,0
594,43530,4,20,11,0,0,0,0,4,0,1,1
1000,44904,13,49,13,1,0,0,0,5,0,1,1
358,41111,2,42,12,0,0,0,0,4,0,1,1
1723,16212,16,41,11,0,0,1,0,5,0,0,0
98,25392,22,32,3,0,0,0,0,2,0,1,1
1199,10903,2,4,14,1,0,0,1,5,0,1,1
3332,32890,14,26,14,1,0,1,0,1,0,1,0
716,41550,23,38,1,0,0,0,0,1,0,1,1
1537,1720,4,8,1,0,0,0,0,3,0,1,1
1812,25958,3,15,3,1,0,0,0,5,0,1,1
2973,2433,11,8,9,0,0,0,1,3,0,1,1
2517,20701,9,8,1,0,0,0,1,2,0,1,1
3490,23364,7,5,15,0,0,0,0,4,0,1,1
1018,36116,14,22,5,0,0,0,0,2,0,1,1
3046,43401,4,24,0,0,0,0,0,4,0,1,1
864,46738,22,18,15,0,0,1,1,2,0,1,1
434,18350,4,6,3,0,0,0,1,2,0,0,1
651,42754,23,8,12,0,0,0,0,5,0,1,1
402,13765,20,24,1,1,0,0,0,4,0,1,1
24,48732,5,43,1,0,0,0,0,5,0,1,1
3317,41100,15,40,0,0,0,0,0,4,0,0,1
1395,25704,4,43,2,0,0,0,1,3,0,1,1
2131,47657,0,15,10,1,0,0,0,4,0,1,1
2815,46247,12,11,11,1,0,0,1,1,0,1,1
3230,427,0,30,7,0,0,0,0,1,1,0,0
739,33217,13,9,5,0,0,0,0,2,0,1,1
3566,4995,2,43,14,1,0,0,0,4,0,1,1
1009,11211,17,44,9,1,0,1,0,5,0,1,1
2875,32765,9,17,13,1,1,0,0,1,0,1,1
2795,38045,22,49,4,0,0,0,0,5,0,0,1
112,9270,2,35,12,0,0,0,1,4,0,1,1
1645,29568,16,29,14,1,0,0,0,5,0,1,1
437,46079,9,7,8,0,0,0,1,3,0,1,1
3451,45329,2,10,3,0,0,1,0,4,0,1,1
1802,15015,6,23,10,1,0,1,0,5,0,1,1
2155,5771,19,22,4,0,0,0,0,4,0,0,1
3163,10162,16,46,1,1,0,0,0,1,0,1,1
2620,10046,3,15,7,0,0,0,0,2,0,1,1
406,35312,17,26,0,1,0,0,1,4,0,1,1
708,19148,4,37,15,0,0,0,0,3,0,1,1
1895,26440,14,8,9,1,1,0,0,5,0,1,1
478,13897,21,12,6,1,0,0,0,1,0,1,1
3009,32334,1,36,4,0,0,0,0,1,0,1,1
1916,27828,5,40,11,1,0,0,0,2,0,1,0
1437,31711,13,35,1,1,0,0,0,5,0,1,1
2534,34000,6,31,15,0,0,0,0,4,1,1,0
99,41624,4,35,9,0,1,0,1,2,0,1,0
3285,41313,21,21,4,0,0,0,0,3,0,1,1
2292,10183,11,29,9,1,0,0,1,4,0,0,0
2644,26035,11,18,8,0,0,0,1,1,0,1,1
3328,19133,14,48,2,1,0,0,0,3,1,1,1
1541,33428,21,38,10,0,0,0,0,1,0,1,1
3185,48305,20,15,11,0,0,0,0,4,0,1,1
2308,15278,3,14,11,1,1,0,0,2,0,0,0
3610,24893,5,25,15,0,0,0,1,1,0,1,0
20,17433,6,28,14,0,0,0,0,1,0,1,1
1983,33233,12,31,5,1,0,0,0,2,0,0,0
2530,1075,5,10,10,0,0,1,0,2,0,1,1
2739,27874,3,26,14,0,0,0,0,4,0,0,0
2552,25711,23,26,15,0,0,0,0,4,0,1,1
1741,34458,19,9,14,0,0,0,0,5,0,1,1
629,19410,3,8,13,0,0,0,0,1,0,1,1
2315,14243,19,19,0,1,0,1,0,2,0,1,1
3536,34582,0,6,13,0,0,0,0,3,0,1,1
1006,29844,22,44,9,0,0,0,1,2,0,1,1
609,49691,14,16,4,1,0,0,1,4,1,1,1
2532,4218,17,3,10,0,0,0,0,3,0,1,1
223,42685,10,7,2,1,1,0,0,2,0,1,1
549,11,1,33,9,0,0,0,0,2,0,1,1
2768,47428,23,23,14,0,0,0,1,5,0,1,1
257,31975,11,45,3,0,0,0,0,4,0,1,1
1030,38996,12,37,11,0,0,0,0,5,0,1,1
1246,18719,5,44,13,0,0,0,0,5,0,1,1
534,15935,8,14,12,1,0,0,0,5,0,1,1
810,35659,9,26,1,0,0,0,0,4,0,1,1
2583,47182,12,9,7,0,0,0,1,1,0,1,1
1811,25713,9,24,2,0,0,0,1,5,0,1,1
2622,36359,1,6,13,0,0,0,0,5,0,1,1
1991,12503,19,29,1,0,0,0,0,2,0,0,1
1345,15229,23,31,9,0,0,0,0,4,0,1,1
2382,1225,0,21,11,1,1,0,0,5,0,1,0
2560,35226,5,46,2,1,0,0,0,5,0,1,1
1064,45865,4,3,0,1,0,0,1,2,0,1,1
2904,2471,10,23,3,0,0,0,1,5,0,1,1
1949,48995,3,34,0,0,1,1,0,4,0,1,0
2416,40236,21,20,11,1,0,0,0,1,0,1,1
900,32505,21,26,5,0,0,0,1,3,0,1,1
487,17190,6,3,6,0,0,0,1,4,0,1,1
274,17418,20,37,9,0,0,0,0,3,0,1,1
1955,31743,0,48,0,1,0,0,0,4,0,1,1
3526,48688,18,40,1,0,0,0,0,1,0,1,1
2643,36509,12,43,1,1,0,0,0,2,0,1,1
1605,13023,11,35,2,0,0,0,1,4,0,1,1
1210,32501,7,31,6,0,0,0,0,1,0,1,1
1833,10639,18,21,8,0,0,0,1,4,0,1,1
785,27830,1,1,7,0,0,0,1,4,0,1,1
701,39933,13,32,0,0,0,0,0,2,0,0,1
820,26192,19,28,2,1,0,0,1,3,0,1,1
3478,37541,15,49,0,1,0,0,0,1,0,1,1
2535,46988,12,19,10,1,0,0,0,5,0,1,1
2208,13479,11,35,2,0,0,0,0,5,0,1,1
3089,23053,6,14,0,0,0,0,0,2,0,1,1
2385,20251,18,47,3,0,1,0,1,1,0,1,1
1625,15990,17,40,7,0,0,0,1,2,0,1,1
1690,24537,16,38,14,0,1,0,0,5,0,1,0
1195,24434,18,21,3,1,0,0,0,1,0,0,0
1085,8408,3,44,7,1,0,1,0,2,0,1,0
2294,45541,16,9,0,1,0,0,0,5,0,1,1
3510,14847,3,3,8,0,1,0,0,2,0,1,1
1073,44618,8,9,15,1,0,0,0,3,0,0,0
1343,45544,7,11,4,1,0,0,0,3,1,1,1
309,2882,5,31,15,0,1,0,0,5,0,1,1
3218,4904,14,37,12,0,0,0,0,3,0,1,1
3549,43570,2,39,0,0,0,1,0,2,0,1,1
3054,23692,23,48,11,1,0,0,0,2,0,1,1
2145,8340,3,12,8,1,0,0,0,2,0,1,1
2429,7594,10,15,9,0,0,0,0,2,0,1,1
469,1337,12,15,9,0,0,0,0,3,0,1,1
141,47075,11,21,6,0,0,0,0,2,0,1,1
3030,20923,22,43,2,0,0,0,0,4,0,1,1
2121,23367,7,13,1,0,0,0,0,4,0,1,1
3203,4013,15,46,0,0,0,1,0,4,0,1,1
2809,25896,22,35,14,0,0,0,1,5,0,1,1
2534,4385,19,7,7,0,0,1,0,4,0,1,1
2236,21667,8,33,4,0,0,0,0,3,0,1,1
1704,36237,21,3,14,0,0,0,0,2,0,0,1
1089,1836,18,3,2,0,0,0,0,2,0,1,1
3245,17087,1,7,8,0,0,1,0,1,0,1,1
163,4356,3,8,5,0,0,0,0,2,0,1,1
3087,48509,11,34,6,0,0,0,0,4,0,1,1
3069,36444,8,5,0,1,0,0,1,4,0,1,1
585,19059,9,26,13,0,0,0,0,1,0,1,1
1822,41254,19,3,13,1,0,0,0,1,0,1,1
2521,45531,1,24,5,0,0,0,0,2,0,1,1
1684,24535,13,7,7,0,1,0,1,1,1,0,0
1696,601,18,24,0,0,0,1,0,1,0,1,1
3575,46788,16,29,6,1,0,0,1,3,0,1,0
781,49955,10,9,12,0,0,0,0,4,0,1,1
970,2364,17,43,1,1,0,0,1,4,0,1,1
1504,28701,22,39,13,1,0,0,0,1,0,1,1
1157,41986,11,23,7,1,0,1,1,2,0,1,0
2841,4058,15,28,15,0,1,0,0,2,0,1,1
2640,23078,6,6,14,1,0,0,0,5,0,1,1
2823,14682,23,47,13,0,0,0,1,4,0,0,0
2887,12188,17,26,1,0,0,0,0,5,0,1,1
49,28800,19,17,3,1,0,0,0,4,0,1,1
1964,24144,11,50,4,0,0,0,1,1,0,1,1
2292,28092,22,3,5,1,0,0,0,1,0,1,1
2050,13896,11,15,15,0,1,0,0,2,0,1,1
2173,10632,4,19,11,0,0,1,0,1,0,1,1
539,47276,17,6,6,0,0,0,0,3,0,1,1
2887,42603,9,2,7,1,0,0,1,1,0,1,1
236,37516,14,32,7,0,0,0,1,1,0,1,1
1687,39360,22,0,10,0,0,0,0,1,0,1,1
2990,1120,2,14,10,0,0,0,0,4,0,1,1
651,44701,23,48,2,0,0,0,0,5,0,1,1
2569,37716,20,50,13,0,0,0,0,3,0,1,1
2179,40596,22,24,11,0,0,1,0,5,0,1,0
2032,29267,20,12,14,0,0,0,0,1,0,0,1
438,15280,0,39,15,0,0,0,0,3,0,1,1
3304,43866,6,4,7,0,0,1,0,2,0,1,1
3353,24591,7,34,4,0,0,1,0,1,0,1,1
2178,12040,17,18,9,1,0,1,0,2,1,0,0
852,15992,0,10,7,0,0,0,0,5,0,1,1
2,46076,13,32,15,1,0,0,0,3,0,1,0
3101,7380,15,44,7,1,0,0,0,5,0,1,1
2804,3419,1,21,4,1,0,0,0,3,0,1,1
2425,34374,22,43,12,0,0,1,0,2,0,1,0
3587,13329,15,35,10,0,0,0,0,3,0,1,1
1119,37808,5,16,9,0,0,0,1,5,1,1,0
1638,20150,20,40,15,1,0,0,0,2,0,1,1
530,35062,13,39,8,0,0,0,0,5,0,1,1
2809,3861,19,40,0,0,0,0,0,2,0,1,1
156,38756,20,43,10,1,1,0,0,1,0,1,0
1245,5743,2,32,1,1,0,1,0,5,0,1,1
3387,12158,12,18,3,0,0,0,0,4,0,1,1
161,9602,19,38,4,0,0,0,0,3,0,1,1
1029,19886,6,39,7,1,0,0,0,2,0,1,1
805,44733,5,20,9,0,0,0,0,3,0,0,0
